item_code,name,hardware_type,brand,series,runner_height,runner_depth,handling_cost,unit_cost,machining_cost,assembly_cost,source_category,product_type,product_id,raw_article_sku,sale_price_aud,rrp_aud,unit,availability,pricing_status,price_scope,review_status,visibility_status,image_url,source_image_url,source_url,captured_at,scraper_item_hash
P-00853665,"Furniture handles, Stainless steel, bar handle",handle,Hafele,Furniture Handles & Knobs,,,0,18.34,0,0,Furniture Handles & Knobs,handle,P-00853665,P-00853665,18.34,26.2,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00645207.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00645207.jpg,https://www.hafele.com.au/en/product/furniture-handles-stainless-steel-bar-handle/P-00853665/,2026-06-21T02:39:12.872Z,47bdb6cf4f5e54b5920aca8581f81b5c4cfd70b1a0afc4cffd50a5fde0cd566f
115.89.001,"Furniture handles, Stainless steel, pull handle",handle,Hafele,Furniture Handles & Knobs,,,0,15.74,0,0,Furniture Handles & Knobs,handle,P-00853452,11589001,15.74,22.48,Piece (PCE),,captured_logged_in_category,single_article_or_default,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00649161.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00649161.jpg,https://www.hafele.com.au/en/product/furniture-handles-stainless-steel-pull-handle/P-00853452/,2026-06-21T02:39:12.872Z,664530a6f8c642dbdb0b3bb8e12ae4931b5dcf06959fafcb4687b715abfd358c
115.97.001,"Furniture handles, Studio",handle,Hafele,Furniture Handles & Knobs,,,0,3.61,0,0,Furniture Handles & Knobs,handle,P-00852786,11597001,3.61,5.16,Piece (PCE),,captured_logged_in_category,single_article_or_default,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00642381.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00642381.jpg,https://www.hafele.com.au/en/product/furniture-handles-studio/P-00852786/,2026-06-21T02:39:12.872Z,993fb488cc5569ad2f79868cafb64b7d66354a57213e71b78d247a9fb6d7bbcb
P-00853285,"Furniture handles, Studio",handle,Hafele,Furniture Handles & Knobs,,,0,2.98,0,0,Furniture Handles & Knobs,handle,P-00853285,P-00853285,2.98,4.26,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00604468.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00604468.jpg,https://www.hafele.com.au/en/product/furniture-handles-studio/P-00853285/,2026-06-21T02:39:12.872Z,89f8f1a9aeecadd76e6f6e04090c11824efdff20fdd07103044e061190a0b5a4
115.78.051,"Furniture handles, Urban",handle,Hafele,Furniture Handles & Knobs,,,0,10.23,0,0,Furniture Handles & Knobs,handle,P-00853117,11578051,10.23,14.62,Piece (PCE),,captured_logged_in_category,single_article_or_default,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00637086.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00637086.jpg,https://www.hafele.com.au/en/product/furniture-handles-urban/P-00853117/,2026-06-21T02:39:12.872Z,c57275a43a51159a45ee85d30b7a5d1ec69a8ec40fd6e1d30aa4a8d0d217e185
P-00852370,"Furniture handles, Urban",handle,Hafele,Furniture Handles & Knobs,,,0,24.07,0,0,Furniture Handles & Knobs,handle,P-00852370,P-00852370,24.07,34.39,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00642382.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00642382.jpg,https://www.hafele.com.au/en/product/furniture-handles-urban/P-00852370/,2026-06-21T02:39:12.872Z,a2d954566ff3c5c4399d0056fbbcf84bd573228e8141fbee11ba5cbfba8bf2a4
P-00852541,"Furniture handles, Urban",handle,Hafele,Furniture Handles & Knobs,,,0,18.05,0,0,Furniture Handles & Knobs,handle,P-00852541,P-00852541,18.05,25.79,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00650596.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00650596.jpg,https://www.hafele.com.au/en/product/furniture-handles-urban/P-00852541/,2026-06-21T02:39:12.872Z,87b0de9acedbf3a2628d5aab089ef9db0b8febb67734e3e995969b2f1265b94c
P-00853454,"Furniture handles, Urban",handle,Hafele,Furniture Handles & Knobs,,,0,14.67,0,0,Furniture Handles & Knobs,handle,P-00853454,P-00853454,14.67,20.96,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00553047.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00553047.jpg,https://www.hafele.com.au/en/product/furniture-handles-urban/P-00853454/,2026-06-21T02:39:12.872Z,bb115d5ae24b5930e1b8df37f7ff7cb3fb33841fbe8b038c1136282657e2510c
P-00853270,"Furniture handles, Urban, Stainless steel, d pull handle",handle,Hafele,Furniture Handles & Knobs,,,0,12.04,0,0,Furniture Handles & Knobs,handle,P-00853270,P-00853270,12.04,17.19,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00623365.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00623365.jpg,https://www.hafele.com.au/en/product/furniture-handles-urban-stainless-steel-d-pull-handle/P-00853270/,2026-06-21T02:39:12.870Z,281c605a36a7ee811ae60b739894d08ac90086978dbcf822dd4b02eb04e61945
P-00853436,"Furniture handles, Urban, Stainless steel, d pull handle",handle,Hafele,Furniture Handles & Knobs,,,0,7.83,0,0,Furniture Handles & Knobs,handle,P-00853436,P-00853436,7.83,11.19,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00626254.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00626254.jpg,https://www.hafele.com.au/en/product/furniture-handles-urban-stainless-steel-d-pull-handle/P-00853436/,2026-06-21T02:39:12.871Z,01ff8e4ceb0795185efa71db225ab2d5fa3224b486d7e79827ef65c5f15e33d1
102.04.390,"Furniture knob, Aluminium",knob,Hafele,Furniture Handles & Knobs,,,0,34.86,0,0,Furniture Handles & Knobs,knob,P-01342617,10204390,34.86,49.79,Piece (PCE),,captured_logged_in_category,single_article_or_default,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04435843.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04435843.jpg,https://www.hafele.com.au/en/product/furniture-knob-aluminium/P-01342617/,2026-06-21T02:39:12.871Z,a223f5c23e667bb3f20a5712d260fad9854f7a21cc5913729133834e0b26f711
P-00854881,"Furniture knob, Aluminium",knob,Hafele,Furniture Handles & Knobs,,,0,8.78,0,0,Furniture Handles & Knobs,knob,P-00854881,P-00854881,8.78,12.54,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00640978.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00640978.jpg,https://www.hafele.com.au/en/product/furniture-knob-aluminium/P-00854881/,2026-06-21T02:39:12.872Z,164e04e8760a5c0718327a91563b559a9ca04c464394b6f903e5cd9307c58eff
106.70.074,"Furniture knob, Furniture Knob, Aluminium, Häfele Déco H1940",knob,Hafele,Furniture Handles & Knobs,,,0,3.11,0,0,Furniture Handles & Knobs,knob,P-01298204,10670074,3.11,4.78,Piece (PCE),,captured_logged_in_category,single_article_or_default,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04378436.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04378436.jpg,https://www.hafele.com.au/en/product/furniture-knob-furniture-knob-aluminium-haefele-d-co-h1940/P-01298204/,2026-06-21T02:39:12.871Z,7657119fb548772b626662af4e3a92f9eda230e68876312e7f1ee9bb9555cf36
106.70.081,"Furniture knob, Furniture Knob, Aluminium, Häfele Déco H1945",knob,Hafele,Furniture Handles & Knobs,,,0,6.35,0,0,Furniture Handles & Knobs,knob,P-01298203,10670081,6.35,9.76,Piece (PCE),,captured_logged_in_category,single_article_or_default,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04386658.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04386658.jpg,https://www.hafele.com.au/en/product/furniture-knob-furniture-knob-aluminium-haefele-d-co-h1945/P-01298203/,2026-06-21T02:39:12.871Z,895cacde766a9c7df44bc8ef4214d75dfbdd12c155a37397275cfccda98a2b9d
P-01496361,"Furniture knob, Häfele Déco H2130, zinc alloy",knob,Hafele,Furniture Handles & Knobs,,,0,1.99,0,0,Furniture Handles & Knobs,knob,P-01496361,P-01496361,1.99,3.07,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04516305.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04516305.jpg,https://www.hafele.com.au/en/product/furniture-knob-haefele-d-co-h2130-zinc-alloy/P-01496361/,2026-06-21T02:39:12.871Z,9c46b4af2798a29e89f4f0e0ae30f7b7c14d1a8d0a78bfe2f87261a9aae00551
P-01496464,"Furniture knob, Häfele Déco H2140, zinc alloy",knob,Hafele,Furniture Handles & Knobs,,,0,4.05,0,0,Furniture Handles & Knobs,knob,P-01496464,P-01496464,4.05,6.24,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04519041.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04519041.jpg,https://www.hafele.com.au/en/product/furniture-knob-haefele-d-co-h2140-zinc-alloy/P-01496464/,2026-06-21T02:39:12.870Z,456762244e73054f1b542103a134e422a7661187e8a0da3502f8994dc1a3d5d7
106.70.130,"Furniture knob, Häfele Déco H2145, zinc alloy",knob,Hafele,Furniture Handles & Knobs,,,0,5.98,0,0,Furniture Handles & Knobs,knob,P-01496465,10670130,5.98,9.19,Piece (PCE),,captured_logged_in_category,single_article_or_default,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04518476.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04518476.jpg,https://www.hafele.com.au/en/product/furniture-knob-haefele-d-co-h2145-zinc-alloy/P-01496465/,2026-06-21T02:39:12.871Z,ef99b6cd9fb102bf1ac40258621f74d22358f57772c29ac3b1e141c0c3c0c0f8
P-01496466,"Furniture knob, Häfele Déco H2150, zinc alloy",knob,Hafele,Furniture Handles & Knobs,,,0,8.44,0,0,Furniture Handles & Knobs,knob,P-01496466,P-01496466,8.44,12.98,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04519561.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04519561.jpg,https://www.hafele.com.au/en/product/furniture-knob-haefele-d-co-h2150-zinc-alloy/P-01496466/,2026-06-21T02:39:12.871Z,451d87f09d525a4ce5e6101fed3eb1b59af479d60648a60bf2fbb209fd8f92e7
P-01496467,"Furniture knob, Häfele Déco H2160, zinc alloy",knob,Hafele,Furniture Handles & Knobs,,,0,4.4,0,0,Furniture Handles & Knobs,knob,P-01496467,P-01496467,4.4,6.77,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04516840.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04516840.jpg,https://www.hafele.com.au/en/product/furniture-knob-haefele-d-co-h2160-zinc-alloy/P-01496467/,2026-06-21T02:39:12.871Z,a850d6a97b5e8fe81e06bc16adcd32f96741fb6244813b575ec9095902c4d038
P-01638759,"Furniture knob, Häfele Déco H2310, aluminium",knob,Hafele,Furniture Handles & Knobs,,,0,12.49,0,0,Furniture Handles & Knobs,knob,P-01638759,P-01638759,12.49,19.21,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04766652.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04766652.jpg,https://www.hafele.com.au/en/product/furniture-knob-haefele-d-co-h2310-aluminium/P-01638759/,2026-06-21T02:39:12.871Z,eed02cf08d86698b1429bd7900b63befd627493c84595fad58b9315b132bd33d
P-01638758,"Furniture knob, Häfele Déco H2325, zinc alloy",knob,Hafele,Furniture Handles & Knobs,,,0,4.4,0,0,Furniture Handles & Knobs,knob,P-01638758,P-01638758,4.4,6.77,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04766644.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04766644.jpg,https://www.hafele.com.au/en/product/furniture-knob-haefele-d-co-h2325-zinc-alloy/P-01638758/,2026-06-21T02:39:12.871Z,e993ee68095fbf06294f7b89a60dbde3faf5e2af925fa550003903f18c1ba58a
P-01638760,"Furniture knob, Häfele Déco H2335, zinc alloy",knob,Hafele,Furniture Handles & Knobs,,,0,4.89,0,0,Furniture Handles & Knobs,knob,P-01638760,P-01638760,4.89,7.53,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04766580.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04766580.jpg,https://www.hafele.com.au/en/product/furniture-knob-haefele-d-co-h2335-zinc-alloy/P-01638760/,2026-06-21T02:39:12.871Z,e5b0539b28920ad5ea34847c5e4973e131173af1c3929c0992e4636ca2dcabe4
P-01638762,"Furniture knob, Häfele Déco H2355, zinc alloy",knob,Hafele,Furniture Handles & Knobs,,,0,6.64,0,0,Furniture Handles & Knobs,knob,P-01638762,P-01638762,6.64,10.22,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04766599.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04766599.jpg,https://www.hafele.com.au/en/product/furniture-knob-haefele-d-co-h2355-zinc-alloy/P-01638762/,2026-06-21T02:39:12.871Z,e07a984642b6e7500f3b14fbec6460b9caec9a826180ae3abcf312469aeaf93d
P-01638761,"Furniture knob, Häfele Déco H2365, zinc alloy",knob,Hafele,Furniture Handles & Knobs,,,0,6.43,0,0,Furniture Handles & Knobs,knob,P-01638761,P-01638761,6.43,9.89,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04766588.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04766588.jpg,https://www.hafele.com.au/en/product/furniture-knob-haefele-d-co-h2365-zinc-alloy/P-01638761/,2026-06-21T02:39:12.871Z,309f57b337a94b1f8387f801d9707e12cb6b1ba41ae1d6dcbb3ec559d32305f0
P-01655571,"Furniture knob, Häfele Déco H2375, zinc alloy",knob,Hafele,Furniture Handles & Knobs,,,0,4.89,0,0,Furniture Handles & Knobs,knob,P-01655571,P-01655571,4.89,7.52,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04766593.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04766593.jpg,https://www.hafele.com.au/en/product/furniture-knob-haefele-d-co-h2375-zinc-alloy/P-01655571/,2026-06-21T02:39:12.871Z,92a586b534740c56c639a8a37e4a455fcc22af89fcce54d52ddf503193936f74
P-01638757,"Furniture knob, Häfele Déco H2385, zinc alloy",knob,Hafele,Furniture Handles & Knobs,,,0,4.51,0,0,Furniture Handles & Knobs,knob,P-01638757,P-01638757,4.51,6.94,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04766636.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04766636.jpg,https://www.hafele.com.au/en/product/furniture-knob-haefele-d-co-h2385-zinc-alloy/P-01638757/,2026-06-21T02:39:12.871Z,25dc1efbcc6ad63908927da6d6350dcbf162b477f98108de261ba0e19a5273d5
P-01947232,"Furniture Knob, Häfele Déco H2515, aluminium/zinc alloy",knob,Hafele,Furniture Handles & Knobs,,,0,9.92,0,0,Furniture Handles & Knobs,knob,P-01947232,P-01947232,9.92,15.27,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04908521.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04908521.jpg,https://www.hafele.com.au/en/product/furniture-knob-haefele-d-co-h2515-aluminium-zinc-alloy/P-01947232/,2026-06-21T02:39:12.871Z,87cde136922c20e8b73e1893c3280d415e2000730ab00b34e71bb8641f2176af
P-02001198,"Furniture Knob, Häfele Déco H2525, wood",knob,Hafele,Furniture Handles & Knobs,,,0,12.45,0,0,Furniture Handles & Knobs,knob,P-02001198,P-02001198,12.45,19.15,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04908491.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04908491.jpg,https://www.hafele.com.au/en/product/furniture-knob-haefele-d-co-h2525-wood/P-02001198/,2026-06-21T02:39:12.871Z,52880781c26c5c5eb517d967c6135378d6adfc2102701f0c8e9645957d115a2e
P-01981148,"Furniture Knob, Häfele Déco H2525, zinc alloy",knob,Hafele,Furniture Handles & Knobs,,,0,3.79,0,0,Furniture Handles & Knobs,knob,P-01981148,P-01981148,3.79,5.83,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04893834.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04893834.jpg,https://www.hafele.com.au/en/product/furniture-knob-haefele-d-co-h2525-zinc-alloy/P-01981148/,2026-06-21T02:39:12.871Z,5e7c294c28d7dbf6d9dfad93558e28f506254ffc6fc511be053c03348550ec7e
P-01981157,"Furniture Knob, Häfele Déco H2535, zinc alloy",knob,Hafele,Furniture Handles & Knobs,,,0,5.17,0,0,Furniture Handles & Knobs,knob,P-01981157,P-01981157,5.17,7.96,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04893824.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04893824.jpg,https://www.hafele.com.au/en/product/furniture-knob-haefele-d-co-h2535-zinc-alloy/P-01981157/,2026-06-21T02:39:12.872Z,5bb5e11d3772a99570af0c459a8129a6bad21c1d2fee2d682b164e551cc75f09
P-01981166,"Furniture Knob, Häfele Déco H2545, zinc alloy",knob,Hafele,Furniture Handles & Knobs,,,0,4.16,0,0,Furniture Handles & Knobs,knob,P-01981166,P-01981166,4.16,6.39,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04893816.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04893816.jpg,https://www.hafele.com.au/en/product/furniture-knob-haefele-d-co-h2545-zinc-alloy/P-01981166/,2026-06-21T02:39:12.872Z,741f5b89a55619962af40866fd3f7b0e81f3838ffed71a0ba808f698d3490b58
